room_id,request_time,server_begin_time,server_over_time,serve_time,fan_speed,fee
104,2023-12-07 14:59:00.289987+00:00,2023-12-07 14:57:52.999421+00:00,2023-12-07 14:59:00.287973+00:00,7,high,6.449999999999994
104,2023-12-07 14:57:57.765051+00:00,2023-12-07 14:57:52.999421+00:00,,1,high,0.25
104,2023-12-07 14:57:57.756026+00:00,2023-12-07 14:57:52.999421+00:00,,1,middle,0.25
104,2023-12-07 14:57:32.259637+00:00,,,0,middle,0.0
