room_id,request_time,server_begin_time,server_over_time,serve_time,fan_speed,fee
102,2023-12-07 14:58:57.765221+00:00,2023-12-07 14:58:56.298433+00:00,2023-12-07 14:58:57.764219+00:00,4,middle,2.8999999999999977
102,2023-12-07 14:57:54.664531+00:00,2023-12-07 14:57:29.948785+00:00,,2,middle,1.2000000000000004
102,2023-12-07 14:57:54.657852+00:00,2023-12-07 14:57:29.948785+00:00,,2,middle,1.2000000000000004
102,2023-12-07 14:57:29.948785+00:00,2023-12-07 14:57:29.948785+00:00,,0,middle,0.0
