room_id,request_time,server_begin_time,server_over_time,serve_time,fan_speed,fee_rate,fee
101,2023-12-07 01:09:44.216011+00:00,2023-12-07 01:09:37.466895+00:00,2023-12-07 01:09:44.216011+00:00,1,MIDDLE,0.0,0.44999999999999996
101,2023-12-07 01:09:37.466895+00:00,2023-12-07 01:09:37.466895+00:00,2023-12-07 01:09:31.099260+00:00,0,MIDDLE,0.0,0.1
101,2023-12-07 01:09:31.104771+00:00,2023-12-07 01:09:29.327696+00:00,2023-12-07 01:09:31.099260+00:00,0,MIDDLE,0.0,0.1
101,2023-12-07 01:09:29.327696+00:00,2023-12-07 01:09:29.327696+00:00,,0,MIDDLE,0.0,0.0
